"parameter_id","category"
"IMPC_CBC_028_001","Haematology"
"IMPC_CBC_029_001","Haematology"
"IMPC_CBC_030_001","Haematology"
"IMPC_CBC_031_001","Haematology"
"IMPC_CBC_032_001","Haematology"
"IMPC_CBC_033_001","Haematology"
"IMPC_CBC_034_001","Haematology"
"IMPC_CBC_035_001","Haematology"
"IMPC_CBC_036_001","Haematology"
"IMPC_CBC_037_001","Haematology"
"IMPC_CBC_038_001","Haematology"
"IMPC_CBC_042_001","Haematology"
"IMPC_CBC_043_001","Haematology"
"IMPC_CBC_044_001","Haematology"
"IMPC_CBC_045_001","Haematology"
"IMPC_CBC_046_001","Haematology"
"IMPC_CBC_048_001","Haematology"
"IMPC_CBC_049_001","Haematology"
"IMPC_CBC_050_001","Haematology"
"IMPC_CBC_039_001","Haematology"
"IMPC_CBC_040_001","Haematology"
"IMPC_CBC_041_001","Haematology"
"IMPC_CBC_051_001","Haematology"
"IMPC_CBC_052_001","Haematology"
"IMPC_CBC_053_001","Haematology"
"IMPC_CBC_054_001","Haematology"
"IMPC_CBC_055_001","Haematology"
"IMPC_CBC_056_001","Haematology"
"IMPC_CBC_057_001","Haematology"
"IMPC_CBC_058_001","Haematology"
"IMPC_CBC_059_001","Haematology"
"IMPC_GEO_062_001","Other"
"IMPC_GEO_063_001","Other"
"IMPC_GEO_064_001","Other"
"IMPC_GEO_065_001","Other"
"IMPC_GEO_066_001","Other"
"IMPC_GEO_067_001","Other"
"IMPC_GEO_068_001","Other"
"IMPC_GEO_069_001","Other"
"IMPC_GEO_070_001","Other"
"IMPC_GEO_071_001","Other"
"IMPC_GEO_072_001","Other"
"IMPC_IPG_001_001","Metabolism"
"IMPC_IPG_002_001","Metabolism"
"IMPC_IPG_003_001","Metabolism"
"IMPC_IPG_004_001","Metabolism"
"IMPC_IPG_005_001","Metabolism"
"IMPC_IPG_006_001","Metabolism"
"IMPC_IPG_007_001","Metabolism"
"IMPC_IPG_008_001","Metabolism"
"IMPC_IPG_009_001","Metabolism"
"IMPC_IPG_010_001","Metabolism"
"IMPC_IPG_011_001","Metabolism"
"IMPC_IPG_012_001","Metabolism"
"IMPC_IPG_013_001","Metabolism"
"IMPC_INS_001_001","Other"
"IMPC_INS_002_001","Other"
"IMPC_INS_003_001","Other"
"IMPC_INS_004_001","Other"
"IMPC_INS_005_001","Other"
"IMPC_INS_006_001","Other"
"IMPC_INS_007_001","Other"
"IMPC_INS_008_001","Other"
"IMPC_INS_009_001","Other"
"IMPC_INS_010_001","Other"
"IMPC_INS_011_001","Other"
"IMPC_INS_012_001","Other"
"IMPC_INS_014_001","Other"
"IMPC_INS_015_001","Other"
"IMPC_INS_016_001","Other"
"IMPC_INS_017_001","Other"
"IMPC_INS_018_001","Other"
"IMPC_INS_019_001","Other"
"IMPC_INS_020_001","Other"
"IMPC_INS_021_001","Other"
"IMPC_INS_022_001","Other"
"IMPC_INS_023_001","Other"
"IMPC_GEP_035_001","Other"
"IMPC_GEP_076_001","Other"
"IMPC_GEP_078_001","Other"
"IMPC_GEP_079_001","Other"
"IMPC_GEP_080_001","Other"
"IMPC_GEP_081_001","Other"
"IMPC_GEP_082_001","Other"
"IMPC_GEP_083_001","Other"
"IMPC_GEP_084_001","Other"
"IMPC_GEP_085_001","Other"
"IMPC_GEP_086_001","Other"
"IMPC_GEP_087_001","Other"
"IMPC_ABR_001_001","Brain"
"IMPC_ABR_002_001","Brain"
"IMPC_ABR_003_001","Brain"
"IMPC_ABR_004_001","Brain"
"IMPC_ABR_005_001","Brain"
"IMPC_ABR_006_001","Brain"
"IMPC_ABR_007_001","Brain"
"IMPC_ABR_008_001","Brain"
"IMPC_ABR_009_001","Brain"
"IMPC_ABR_010_001","Brain"
"IMPC_ABR_011_001","Brain"
"IMPC_ABR_012_001","Brain"
"IMPC_ABR_013_001","Brain"
"IMPC_ABR_014_001","Brain"
"IMPC_ABR_015_001","Brain"
"IMPC_ABR_016_001","Brain"
"IMPC_ABR_017_001","Brain"
"IMPC_ABR_018_001","Brain"
"IMPC_ABR_019_001","Brain"
"IMPC_ABR_020_001","Brain"
"IMPC_ABR_021_001","Brain"
"IMPC_ABR_022_001","Brain"
"IMPC_ABR_023_001","Brain"
"IMPC_ABR_024_001","Brain"
"IMPC_ABR_025_001","Brain"
"IMPC_ABR_026_001","Brain"
"IMPC_ABR_027_001","Brain"
"IMPC_ABR_028_001","Brain"
"IMPC_ABR_029_001","Brain"
"IMPC_ABR_030_001","Brain"
"IMPC_ABR_031_001","Brain"
"IMPC_ABR_032_001","Brain"
"IMPC_ABR_033_001","Brain"
"IMPC_ABR_034_001","Brain"
"IMPC_ABR_035_001","Brain"
"IMPC_ABR_036_001","Brain"
"IMPC_ABR_037_001","Brain"
"IMPC_ABR_038_001","Brain"
"IMPC_ABR_039_001","Brain"
"IMPC_ABR_040_001","Brain"
"IMPC_ABR_041_001","Brain"
"IMPC_ABR_042_001","Brain"
"IMPC_ABR_043_001","Brain"
"IMPC_ABR_044_001","Brain"
"IMPC_ABR_045_001","Brain"
"IMPC_ABR_046_001","Brain"
"IMPC_ABR_048_001","Brain"
"IMPC_ABR_049_001","Brain"
"IMPC_ABR_050_001","Brain"
"IMPC_ABR_051_001","Brain"
"IMPC_ABR_052_001","Brain"
"IMPC_ABR_053_001","Brain"
"IMPC_ABR_054_001","Brain"
"IMPC_CHL_001_001","Other"
"IMPC_CHL_002_001","Other"
"IMPC_CHL_003_001","Other"
"IMPC_CHL_004_001","Other"
"IMPC_CHL_005_001","Other"
"IMPC_CHL_006_001","Other"
"IMPC_CHL_007_001","Other"
"IMPC_CHL_008_001","Other"
"IMPC_CHL_009_001","Other"
"IMPC_CHL_010_001","Other"
"IMPC_CHL_011_001","Other"
"IMPC_CHL_012_001","Other"
"IMPC_CHL_013_001","Other"
"IMPC_CHL_014_001","Other"
"IMPC_CHL_015_001","Other"
"IMPC_CHL_016_001","Other"
"IMPC_CHL_017_001","Other"
"IMPC_CHL_018_001","Other"
"IMPC_CHL_019_001","Other"
"IMPC_CHL_020_001","Other"
"IMPC_CHL_021_001","Other"
"IMPC_CHL_022_001","Other"
"IMPC_CHL_026_001","Other"
"IMPC_CHL_027_001","Other"
"IMPC_CHL_029_001","Other"
"IMPC_CHL_023_001","Other"
"IMPC_CHL_024_001","Other"
"IMPC_CHL_025_001","Other"
"IMPC_CHL_030_001","Other"
"IMPC_CHL_031_001","Other"
"IMPC_CHL_032_001","Other"
"IMPC_CHL_033_001","Other"
"IMPC_CHL_034_001","Other"
"IMPC_CHL_035_001","Other"
"IMPC_CHL_036_001","Other"
"IMPC_CHL_037_001","Other"
"IMPC_CHL_038_001","Other"
"IMPC_CHL_028_001","Other"
"IMPC_CHL_039_001","Other"
"IMPC_CHL_040_001","Other"
"IMPC_CHL_041_001","Other"
"IMPC_CHL_042_001","Other"
"IMPC_CHL_043_001","Other"
"IMPC_CHL_044_001","Other"
"IMPC_CHL_045_001","Other"
"IMPC_CHL_046_001","Other"
"IMPC_CHL_047_001","Other"
"IMPC_CHL_048_001","Other"
"IMPC_CHL_049_001","Other"
"IMPC_EYE_001_001","Vision"
"IMPC_EYE_002_001","Vision"
"IMPC_EYE_003_001","Vision"
"IMPC_EYE_004_001","Vision"
"IMPC_EYE_005_001","Vision"
"IMPC_EYE_006_001","Vision"
"IMPC_EYE_007_001","Vision"
"IMPC_EYE_008_001","Vision"
"IMPC_EYE_009_001","Vision"
"IMPC_EYE_010_001","Vision"
"IMPC_EYE_011_001","Vision"
"IMPC_EYE_012_001","Vision"
"IMPC_EYE_013_001","Vision"
"IMPC_EYE_014_001","Vision"
"IMPC_EYE_015_001","Vision"
"IMPC_EYE_016_001","Vision"
"IMPC_EYE_017_001","Vision"
"IMPC_EYE_018_001","Vision"
"IMPC_EYE_019_001","Vision"
"IMPC_EYE_023_001","Vision"
"IMPC_EYE_024_001","Vision"
"IMPC_EYE_025_001","Vision"
"IMPC_EYE_026_001","Vision"
"IMPC_EYE_027_001","Vision"
"IMPC_EYE_028_001","Vision"
"IMPC_EYE_029_001","Vision"
"IMPC_EYE_030_001","Vision"
"IMPC_EYE_031_001","Vision"
"IMPC_EYE_032_001","Vision"
"IMPC_EYE_033_001","Vision"
"IMPC_EYE_034_001","Vision"
"IMPC_EYE_035_001","Vision"
"IMPC_EYE_036_001","Vision"
"IMPC_EYE_037_001","Vision"
"IMPC_EYE_038_001","Vision"
"IMPC_EYE_039_001","Vision"
"IMPC_EYE_040_001","Vision"
"IMPC_EYE_041_001","Vision"
"IMPC_EYE_042_001","Vision"
"IMPC_EYE_043_001","Vision"
"IMPC_EYE_044_001","Vision"
"IMPC_EYE_045_001","Vision"
"IMPC_EYE_046_001","Vision"
"IMPC_EYE_047_001","Vision"
"IMPC_EYE_048_001","Vision"
"IMPC_EYE_049_001","Vision"
"IMPC_EYE_050_001","Vision"
"IMPC_EYE_051_001","Vision"
"IMPC_EYE_052_001","Vision"
"IMPC_EYE_053_001","Vision"
"IMPC_EYE_054_001","Vision"
"IMPC_EYE_055_001","Vision"
"IMPC_EYE_056_001","Vision"
"IMPC_EYE_057_001","Vision"
"IMPC_EYE_058_001","Vision"
"IMPC_EYE_059_001","Vision"
"IMPC_EYE_060_001","Vision"
"IMPC_EYE_061_001","Vision"
"IMPC_EYE_062_001","Vision"
"IMPC_EYE_063_001","Vision"
"IMPC_EYE_064_001","Vision"
"IMPC_EYE_065_001","Vision"
"IMPC_EYE_066_001","Vision"
"IMPC_EYE_067_001","Vision"
"IMPC_EYE_068_001","Vision"
"IMPC_EYE_069_001","Vision"
"IMPC_EYE_070_001","Vision"
"IMPC_EYE_071_001","Vision"
"IMPC_EYE_072_001","Vision"
"IMPC_EYE_073_001","Vision"
"IMPC_EYE_074_001","Vision"
"IMPC_EYE_075_001","Vision"
"IMPC_EYE_076_001","Vision"
"IMPC_EYE_077_001","Vision"
"IMPC_EYE_078_001","Vision"
"IMPC_EYE_079_001","Vision"
"IMPC_EYE_080_001","Vision"
"IMPC_EYE_081_001","Vision"
"IMPC_EYE_082_001","Vision"
"IMPC_EYE_083_001","Vision"
"IMPC_EYE_084_001","Vision"
"IMPC_EYE_085_001","Vision"
"IMPC_EYE_086_001","Vision"
"IMPC_EYE_087_001","Vision"
"IMPC_EYE_088_001","Vision"
"IMPC_EYE_089_001","Vision"
"IMPC_EYE_090_001","Vision"
"IMPC_EYE_091_001","Vision"
"IMPC_EYE_092_001","Vision"
"IMPC_CSD_001_001","Physical_Characteristics"
"IMPC_CSD_002_001","Physical_Characteristics"
"IMPC_CSD_003_001","Physical_Characteristics"
"IMPC_CSD_004_001","Physical_Characteristics"
"IMPC_CSD_005_001","Physical_Characteristics"
"IMPC_CSD_006_001","Physical_Characteristics"
"IMPC_CSD_007_001","Physical_Characteristics"
"IMPC_CSD_008_001","Physical_Characteristics"
"IMPC_CSD_009_001","Physical_Characteristics"
"IMPC_CSD_010_001","Physical_Characteristics"
"IMPC_CSD_011_001","Physical_Characteristics"
"IMPC_CSD_012_001","Physical_Characteristics"
"IMPC_CSD_013_001","Physical_Characteristics"
"IMPC_CSD_014_001","Physical_Characteristics"
"IMPC_CSD_015_001","Physical_Characteristics"
"IMPC_CSD_016_001","Physical_Characteristics"
"IMPC_CSD_017_001","Physical_Characteristics"
"IMPC_CSD_018_001","Physical_Characteristics"
"IMPC_CSD_019_001","Physical_Characteristics"
"IMPC_CSD_020_001","Physical_Characteristics"
"IMPC_CSD_021_001","Physical_Characteristics"
"IMPC_CSD_022_001","Physical_Characteristics"
"IMPC_CSD_023_001","Physical_Characteristics"
"IMPC_CSD_024_001","Physical_Characteristics"
"IMPC_CSD_025_001","Physical_Characteristics"
"IMPC_CSD_026_001","Physical_Characteristics"
"IMPC_CSD_027_001","Physical_Characteristics"
"IMPC_CSD_028_001","Physical_Characteristics"
"IMPC_CSD_029_001","Physical_Characteristics"
"IMPC_CSD_030_001","Physical_Characteristics"
"IMPC_CSD_031_001","Physical_Characteristics"
"IMPC_CSD_032_001","Physical_Characteristics"
"IMPC_CSD_033_001","Physical_Characteristics"
"IMPC_CSD_034_001","Physical_Characteristics"
"IMPC_CSD_036_001","Physical_Characteristics"
"IMPC_CSD_037_001","Physical_Characteristics"
"IMPC_CSD_038_001","Physical_Characteristics"
"IMPC_CSD_039_001","Physical_Characteristics"
"IMPC_CSD_046_001","Physical_Characteristics"
"IMPC_CSD_047_001","Physical_Characteristics"
"IMPC_CSD_056_001","Physical_Characteristics"
"IMPC_CSD_057_001","Physical_Characteristics"
"IMPC_CSD_058_001","Physical_Characteristics"
"IMPC_CSD_059_001","Physical_Characteristics"
"IMPC_CSD_060_001","Physical_Characteristics"
"IMPC_CSD_061_001","Physical_Characteristics"
"IMPC_CSD_062_001","Physical_Characteristics"
"IMPC_CSD_063_001","Physical_Characteristics"
"IMPC_CSD_064_001","Physical_Characteristics"
"IMPC_CSD_065_001","Physical_Characteristics"
"IMPC_CSD_066_001","Physical_Characteristics"
"IMPC_CSD_067_001","Physical_Characteristics"
"IMPC_CSD_068_001","Physical_Characteristics"
"IMPC_CSD_069_001","Physical_Characteristics"
"IMPC_CSD_070_001","Physical_Characteristics"
"IMPC_CSD_071_001","Physical_Characteristics"
"IMPC_CSD_072_001","Physical_Characteristics"
"IMPC_CSD_073_001","Physical_Characteristics"
"IMPC_CSD_074_001","Physical_Characteristics"
"IMPC_CSD_075_001","Physical_Characteristics"
"IMPC_CSD_076_001","Physical_Characteristics"
"IMPC_CSD_077_001","Physical_Characteristics"
"IMPC_CSD_078_001","Physical_Characteristics"
"IMPC_CSD_079_001","Physical_Characteristics"
"IMPC_CSD_080_001","Physical_Characteristics"
"IMPC_CSD_081_001","Physical_Characteristics"
"IMPC_CSD_082_001","Physical_Characteristics"
"IMPC_CSD_083_001","Physical_Characteristics"
"IMPC_CSD_084_001","Physical_Characteristics"
"IMPC_CSD_085_001","Physical_Characteristics"
"IMPC_CSD_086_001","Physical_Characteristics"
"IMPC_CSD_087_001","Physical_Characteristics"
"IMPC_CSD_040_002","Physical_Characteristics"
"IMPC_CSD_041_002","Physical_Characteristics"
"IMPC_CSD_042_002","Physical_Characteristics"
"IMPC_CSD_043_002","Physical_Characteristics"
"IMPC_CSD_044_002","Physical_Characteristics"
"IMPC_CSD_045_002","Physical_Characteristics"
"IMPC_CSD_048_002","Physical_Characteristics"
"IMPC_CSD_049_002","Physical_Characteristics"
"IMPC_CSD_050_002","Physical_Characteristics"
"IMPC_CSD_051_002","Physical_Characteristics"
"IMPC_CSD_053_002","Physical_Characteristics"
"IMPC_CSD_052_002","Physical_Characteristics"
"IMPC_CSD_054_002","Physical_Characteristics"
"IMPC_CSD_055_002","Physical_Characteristics"
"IMPC_ABR_047_001","Brain"
"IMPC_EXD_003_002","Other"
"IMPC_EXD_132_001","Other"
"IMPC_EXD_133_001","Other"
"IMPC_EXD_004_002","Other"
"IMPC_EXD_005_002","Other"
"IMPC_EXD_006_001","Other"
"IMPC_EXD_007_001","Other"
"IMPC_EXD_008_001","Other"
"IMPC_EXD_009_001","Other"
"IMPC_EXD_012_002","Other"
"IMPC_EXD_013_001","Other"
"IMPC_EXD_014_001","Other"
"IMPC_EXD_098_002","Other"
"IMPC_EXD_127_001","Other"
"IMPC_EXD_128_001","Other"
"IMPC_EXD_129_001","Other"
"IMPC_EXD_130_001","Other"
"IMPC_EXD_131_001","Other"
"IMPC_EXD_134_001","Other"
"IMPC_EXD_135_001","Other"
"IMPC_EXD_136_001","Other"
"IMPC_EXD_015_001","Other"
"IMPC_HEM_001_001","Haematology"
"IMPC_HEM_002_001","Haematology"
"IMPC_HEM_003_001","Haematology"
"IMPC_HEM_004_001","Haematology"
"IMPC_HEM_005_001","Haematology"
"IMPC_HEM_006_001","Haematology"
"IMPC_HEM_007_001","Haematology"
"IMPC_HEM_008_001","Haematology"
"IMPC_HEM_009_001","Haematology"
"IMPC_HEM_010_001","Haematology"
"IMPC_HEM_011_001","Haematology"
"IMPC_HEM_012_001","Haematology"
"IMPC_HEM_013_001","Haematology"
"IMPC_HEM_014_001","Haematology"
"IMPC_HEM_018_001","Haematology"
"IMPC_HEM_020_001","Haematology"
"IMPC_HEM_021_001","Haematology"
"IMPC_HEM_023_001","Haematology"
"IMPC_HEM_024_001","Haematology"
"IMPC_HEM_025_001","Haematology"
"IMPC_HEM_026_001","Haematology"
"IMPC_HEM_015_001","Haematology"
"IMPC_HEM_016_001","Haematology"
"IMPC_HEM_017_001","Haematology"
"IMPC_HEM_019_001","Haematology"
"IMPC_HEM_027_001","Haematology"
"IMPC_HEM_028_001","Haematology"
"IMPC_HEM_029_001","Haematology"
"IMPC_HEM_030_001","Haematology"
"IMPC_HEM_031_001","Haematology"
"IMPC_HEM_032_001","Haematology"
"IMPC_HEM_033_001","Haematology"
"IMPC_HEM_034_001","Haematology"
"IMPC_HEM_035_001","Haematology"
"IMPC_HEM_036_001","Haematology"
"IMPC_HEM_037_001","Haematology"
"IMPC_HEM_038_001","Haematology"
"IMPC_HEM_039_001","Haematology"
"IMPC_HEM_040_001","Haematology"
"IMPC_HEM_041_001","Haematology"
"IMPC_HEM_042_001","Haematology"
"IMPC_HEM_043_001","Haematology"
"IMPC_EXD_001_001","Other"
"IMPC_EXD_002_001","Other"
"IMPC_EXD_003_001","Other"
"IMPC_EXD_004_001","Other"
"IMPC_EXD_005_001","Other"
"IMPC_EXD_010_001","Other"
"IMPC_EXD_011_001","Other"
"IMPC_EXD_012_001","Other"
"IMPC_EXD_016_001","Other"
"IMPC_EXD_017_001","Other"
"IMPC_EXD_018_001","Other"
"IMPC_EXD_019_001","Other"
"IMPC_EXD_020_001","Other"
"IMPC_EXD_021_001","Other"
"IMPC_EXD_022_001","Other"
"IMPC_EXD_023_001","Other"
"IMPC_EXD_024_001","Other"
"IMPC_EXD_025_001","Other"
"IMPC_EXD_026_001","Other"
"IMPC_EXD_027_001","Other"
"IMPC_EXD_028_001","Other"
"IMPC_EXD_029_001","Other"
"IMPC_EXD_030_001","Other"
"IMPC_EXD_031_001","Other"
"IMPC_EXD_032_001","Other"
"IMPC_EXD_033_001","Other"
"IMPC_EXD_034_001","Other"
"IMPC_EXD_035_001","Other"
"IMPC_EXD_036_001","Other"
"IMPC_EXD_037_001","Other"
"IMPC_EXD_038_001","Other"
"IMPC_EXD_039_001","Other"
"IMPC_EXD_040_001","Other"
"IMPC_EXD_041_001","Other"
"IMPC_EXD_042_001","Other"
"IMPC_EXD_043_001","Other"
"IMPC_EXD_044_001","Other"
"IMPC_EXD_045_001","Other"
"IMPC_EXD_046_001","Other"
"IMPC_EXD_047_001","Other"
"IMPC_EXD_048_001","Other"
"IMPC_EXD_049_001","Other"
"IMPC_EXD_050_001","Other"
"IMPC_EXD_051_001","Other"
"IMPC_EXD_052_001","Other"
"IMPC_EXD_053_001","Other"
"IMPC_EXD_054_001","Other"
"IMPC_EXD_055_001","Other"
"IMPC_EXD_056_001","Other"
"IMPC_EXD_057_001","Other"
"IMPC_EXD_058_001","Other"
"IMPC_EXD_059_001","Other"
"IMPC_EXD_060_001","Other"
"IMPC_EXD_061_001","Other"
"IMPC_EXD_062_001","Other"
"IMPC_EXD_063_001","Other"
"IMPC_EXD_064_001","Other"
"IMPC_EXD_065_001","Other"
"IMPC_EXD_066_001","Other"
"IMPC_EXD_067_001","Other"
"IMPC_EXD_068_001","Other"
"IMPC_EXD_069_001","Other"
"IMPC_EXD_070_001","Other"
"IMPC_EXD_071_001","Other"
"IMPC_EXD_072_001","Other"
"IMPC_EXD_073_001","Other"
"IMPC_EXD_074_001","Other"
"IMPC_EXD_075_001","Other"
"IMPC_EXD_076_001","Other"
"IMPC_EXD_077_001","Other"
"IMPC_EXD_078_001","Other"
"IMPC_EXD_079_001","Other"
"IMPC_EXD_080_001","Other"
"IMPC_EXD_081_001","Other"
"IMPC_EXD_082_001","Other"
"IMPC_EXD_083_001","Other"
"IMPC_EXD_084_001","Other"
"IMPC_EXD_085_001","Other"
"IMPC_EXD_086_001","Other"
"IMPC_EXD_087_001","Other"
"IMPC_EXD_088_001","Other"
"IMPC_EXD_089_001","Other"
"IMPC_EXD_090_001","Other"
"IMPC_EXD_091_001","Other"
"IMPC_EXD_092_001","Other"
"IMPC_EXD_093_001","Other"
"IMPC_EXD_094_001","Other"
"IMPC_EXD_095_001","Other"
"IMPC_EXD_096_001","Other"
"IMPC_EXD_097_001","Other"
"IMPC_EXD_098_001","Other"
"IMPC_EXD_099_001","Other"
"IMPC_EXD_100_001","Other"
"IMPC_EXD_101_001","Other"
"IMPC_EXD_102_001","Other"
"IMPC_EXD_103_001","Other"
"IMPC_EXD_104_001","Other"
"IMPC_EXD_105_001","Other"
"IMPC_EXD_106_001","Other"
"IMPC_EXD_107_001","Other"
"IMPC_EXD_108_001","Other"
"IMPC_EXD_109_001","Other"
"IMPC_EXD_110_001","Other"
"IMPC_EXD_111_001","Other"
"IMPC_EXD_112_001","Other"
"IMPC_EXD_113_001","Other"
"IMPC_EXD_114_001","Other"
"IMPC_EXD_115_001","Other"
"IMPC_EXD_116_001","Other"
"IMPC_EXD_117_001","Other"
"IMPC_EXD_118_001","Other"
"IMPC_EXD_119_001","Other"
"IMPC_EXD_120_001","Other"
"IMPC_EXD_121_001","Other"
"IMPC_EXD_122_001","Other"
"IMPC_EXD_123_001","Other"
"IMPC_EXD_124_001","Other"
"IMPC_EXD_125_001","Other"
"IMPC_EXD_126_001","Other"
"IMPC_VIA_034_001","Other"
"IMPC_VIA_035_001","Other"
"IMPC_VIA_036_001","Other"
"IMPC_VIA_037_001","Other"
"IMPC_VIA_038_001","Other"
"IMPC_VIA_039_001","Other"
"IMPC_VIA_040_001","Other"
"IMPC_VIA_041_001","Other"
"IMPC_VIA_042_001","Other"
"IMPC_VIA_043_001","Other"
"IMPC_VIA_044_001","Other"
"IMPC_VIA_045_001","Other"
"IMPC_VIA_046_001","Other"
"IMPC_VIA_047_001","Other"
"IMPC_VIA_048_001","Other"
"IMPC_VIA_049_001","Other"
"IMPC_VIA_050_001","Other"
"IMPC_VIA_051_001","Other"
"IMPC_VIA_052_001","Other"
"IMPC_VIA_053_001","Other"
"IMPC_VIA_054_001","Other"
"IMPC_VIA_055_001","Other"
"IMPC_VIA_056_001","Other"
"IMPC_VIA_057_001","Other"
"IMPC_VIA_058_001","Other"
"IMPC_VIA_059_001","Other"
"IMPC_VIA_060_001","Other"
"IMPC_VIA_061_001","Other"
"IMPC_VIA_062_001","Other"
"IMPC_VIA_026_001","Other"
"IMPC_VIA_027_001","Other"
"IMPC_VIA_030_001","Other"
"IMPC_VIA_063_001","Other"
"IMPC_VIA_064_001","Other"
"IMPC_VIA_065_001","Other"
"IMPC_VIA_066_001","Other"
"IMPC_VIA_067_001","Other"
"IMPC_VIA_068_001","Other"
"IMPC_DXA_001_001","Weight"
"IMPC_DXA_002_001","Weight"
"IMPC_DXA_003_001","Weight"
"IMPC_DXA_004_001","Weight"
"IMPC_DXA_005_001","Weight"
"IMPC_DXA_006_001","Weight"
"IMPC_DXA_007_001","Weight"
"IMPC_DXA_008_001","Weight"
"IMPC_DXA_009_001","Weight"
"IMPC_DXA_010_001","Weight"
"IMPC_DXA_011_001","Weight"
"IMPC_DXA_012_001","Weight"
"IMPC_DXA_013_001","Weight"
"IMPC_DXA_014_001","Weight"
"IMPC_DXA_015_001","Weight"
"IMPC_DXA_016_001","Weight"
"IMPC_DXA_017_001","Weight"
"IMPC_DXA_018_001","Weight"
"IMPC_OWT_001_001","Weight"
"IMPC_OWT_002_001","Weight"
"IMPC_OWT_003_001","Weight"
"IMPC_OWT_004_001","Weight"
"IMPC_OWT_005_001","Weight"
"IMPC_OWT_007_001","Weight"
"IMPC_OWT_008_001","Weight"
"IMPC_OWT_009_001","Weight"
"IMPC_OWT_010_001","Weight"
"IMPC_OWT_012_001","Weight"
"IMPC_OWT_013_001","Weight"
"IMPC_OWT_014_001","Weight"
"IMPC_OWT_015_001","Weight"
"IMPC_OWT_016_001","Weight"
"IMPC_OWT_017_001","Weight"
"IMPC_OWT_018_001","Weight"
"IMPC_OWT_019_001","Weight"
"IMPC_OWT_020_001","Weight"
"IMPC_OWT_021_001","Weight"
"IMPC_OWT_022_001","Weight"
"IMPC_OWT_023_001","Weight"
"IMPC_OWT_024_001","Weight"
"IMPC_OWT_025_001","Weight"
"IMPC_OWT_026_001","Weight"
"IMPC_OWT_027_001","Weight"
"IMPC_OWT_028_001","Weight"
"IMPC_OWT_029_001","Weight"
"IMPC_OWT_030_001","Weight"
"IMPC_OWT_031_001","Weight"
"IMPC_XRY_001_001","Image"
"IMPC_XRY_002_001","Image"
"IMPC_XRY_003_001","Image"
"IMPC_XRY_004_001","Image"
"IMPC_XRY_005_001","Image"
"IMPC_XRY_006_001","Image"
"IMPC_XRY_007_001","Image"
"IMPC_XRY_008_001","Image"
"IMPC_XRY_009_001","Image"
"IMPC_XRY_010_001","Image"
"IMPC_XRY_011_001","Image"
"IMPC_XRY_012_001","Image"
"IMPC_XRY_013_001","Image"
"IMPC_XRY_014_001","Image"
"IMPC_XRY_015_001","Image"
"IMPC_XRY_016_001","Image"
"IMPC_XRY_017_001","Image"
"IMPC_XRY_018_001","Image"
"IMPC_XRY_019_001","Image"
"IMPC_XRY_020_001","Image"
"IMPC_XRY_021_001","Image"
"IMPC_XRY_022_001","Image"
"IMPC_XRY_023_001","Image"
"IMPC_XRY_024_001","Image"
"IMPC_XRY_025_001","Image"
"IMPC_XRY_026_001","Image"
"IMPC_XRY_027_001","Image"
"IMPC_XRY_028_001","Image"
"IMPC_XRY_029_001","Image"
"IMPC_XRY_030_001","Image"
"IMPC_XRY_031_001","Image"
"IMPC_XRY_032_001","Image"
"IMPC_XRY_033_001","Image"
"IMPC_XRY_034_001","Image"
"IMPC_XRY_035_001","Image"
"IMPC_XRY_036_001","Image"
"IMPC_XRY_037_001","Image"
"IMPC_XRY_038_001","Image"
"IMPC_XRY_039_001","Image"
"IMPC_XRY_040_001","Image"
"IMPC_XRY_041_001","Image"
"IMPC_XRY_042_001","Image"
"IMPC_XRY_043_001","Image"
"IMPC_XRY_044_001","Image"
"IMPC_XRY_045_001","Image"
"IMPC_XRY_046_001","Image"
"IMPC_XRY_047_001","Image"
"IMPC_XRY_048_001","Image"
"IMPC_XRY_049_001","Image"
"IMPC_XRY_050_001","Image"
"IMPC_XRY_051_001","Image"
"IMPC_XRY_052_001","Image"
"IMPC_XRY_053_001","Image"
"IMPC_XRY_054_001","Image"
"IMPC_XRY_055_001","Image"
"IMPC_XRY_056_001","Image"
"IMPC_XRY_057_001","Image"
"IMPC_XRY_058_001","Image"
"IMPC_XRY_059_001","Image"
"IMPC_XRY_060_001","Image"
"IMPC_XRY_061_001","Image"
"IMPC_XRY_062_001","Image"
"IMPC_XRY_063_001","Image"
"IMPC_XRY_064_001","Image"
"IMPC_XRY_065_001","Image"
"IMPC_XRY_066_001","Image"
"IMPC_XRY_067_001","Image"
"IMPC_XRY_068_001","Image"
"IMPC_XRY_069_001","Image"
"IMPC_XRY_070_001","Image"
"IMPC_XRY_071_001","Image"
"IMPC_XRY_072_001","Image"
"IMPC_XRY_073_001","Image"
"IMPC_XRY_074_001","Image"
"IMPC_GPL_001_001","Other"
"IMPC_GPL_002_001","Other"
"IMPC_GPL_003_001","Other"
"IMPC_GPL_004_001","Other"
"IMPC_GPL_005_001","Other"
"IMPC_GPL_006_001","Other"
"IMPC_GPL_007_001","Other"
"IMPC_GPL_008_001","Other"
"IMPC_GPL_009_001","Other"
"IMPC_GPL_010_001","Other"
"IMPC_GPL_011_001","Other"
"IMPC_GPL_012_001","Other"
"IMPC_GPL_013_001","Other"
"IMPC_GPL_014_001","Other"
"IMPC_GPL_015_001","Other"
